,userID,birth_year,personality,interest,religion,marital_status,activity,ambience,smoker,drink_level,hijos,color,weight,height
162,U1077,1987,thrifty-protector,technology,Catholic,married,student,family,false,social drinker,kids,blue,65,1.71
163,U1077,1987,thrifty-protector,technology,Catholic,married,student,family,false,social drinker,kids,blue,65,1.71
164,U1078,1983,hard-worker,variety,Catholic,single,professional,solitary,true,social drinker,independent,blue,69,1.69
165,U1078,1983,hard-worker,variety,Catholic,single,professional,solitary,true,social drinker,independent,blue,69,1.69
166,U1078,1983,hard-worker,variety,Catholic,single,professional,solitary,true,social drinker,independent,blue,69,1.69
167,U1079,1992,thrifty-protector,technology,Catholic,single,?,family,false,abstemious,independent,black,53,1.55
168,U1080,1987,hard-worker,variety,Catholic,single,student,friends,true,social drinker,independent,white,80,1.82
169,U1081,1991,hard-worker,variety,Catholic,single,student,family,false,casual drinker,independent,green,52,1.54
170,U1082,1989,hard-worker,variety,Catholic,single,student,friends,true,abstemious,?,black,63,1.69
171,U1083,1981,hard-worker,none,none,?,?,?,false,abstemious,?,yellow,40,1.6
172,U1084,1991,thrifty-protector,variety,Catholic,single,student,family,true,casual drinker,independent,red,65,1.6
173,U1085,1988,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,black,84,1.7
174,U1086,1991,hunter-ostentatious,variety,Catholic,single,student,family,false,social drinker,independent,red,49,1.59
175,U1086,1991,hunter-ostentatious,variety,Catholic,single,student,family,false,social drinker,independent,red,49,1.59
176,U1086,1991,hunter-ostentatious,variety,Catholic,single,student,family,false,social drinker,independent,red,49,1.59
177,U1087,1989,thrifty-protector,variety,Catholic,single,student,solitary,false,abstemious,independent,black,53,1.55
178,U1089,1990,conformist,variety,Catholic,single,student,family,true,casual drinker,independent,white,54,1.6
179,U1090,1988,thrifty-protector,variety,Catholic,single,student,friends,false,social drinker,independent,blue,50,1.54
180,U1091,1989,thrifty-protector,eco-friendly,none,single,student,family,false,casual drinker,independent,red,40,1.7
181,U1091,1989,thrifty-protector,eco-friendly,none,single,student,family,false,casual drinker,independent,red,40,1.7
182,U1092,1990,thrifty-protector,variety,Catholic,single,?,solitary,false,abstemious,dependent,red,70,1.69
183,U1093,1990,thrifty-protector,variety,Catholic,single,student,family,true,casual drinker,independent,blue,80,1.67
184,U1093,1990,thrifty-protector,variety,Catholic,single,student,family,true,casual drinker,independent,blue,80,1.67
185,U1094,1991,thrifty-protector,variety,Catholic,single,student,friends,false,abstemious,independent,green,59,1.71
186,U1095,1986,thrifty-protector,variety,Catholic,married,student,family,false,abstemious,independent,blue,65,1.65
187,U1096,1990,hard-worker,eco-friendly,Catholic,single,student,family,false,abstemious,independent,black,40,1.2
188,U1097,1990,hard-worker,variety,Catholic,single,student,family,false,abstemious,independent,black,58,1.64
189,U1098,1991,thrifty-protector,none,Catholic,single,student,family,false,social drinker,independent,green,68,1.76
190,U1099,1989,conformist,technology,Catholic,single,student,family,true,social drinker,independent,purple,70,2.0
191,U1099,1989,conformist,technology,Catholic,single,student,family,true,social drinker,independent,purple,70,2.0
192,U1100,1990,hard-worker,eco-friendly,Christian,single,student,friends,false,casual drinker,independent,black,40,1.65
193,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
194,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
195,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
196,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
197,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
198,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
199,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
200,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
201,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
202,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
203,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
204,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
205,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
206,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
207,U1101,1988,hunter-ostentatious,eco-friendly,Catholic,single,student,friends,false,casual drinker,independent,white,50,1.69
208,U1102,1989,conformist,eco-friendly,none,single,student,friends,false,social drinker,independent,black,90,1.78
209,U1103,1989,hard-worker,technology,Jewish,single,professional,friends,false,abstemious,independent,green,120,1.9
210,U1103,1989,hard-worker,technology,Jewish,single,professional,friends,false,abstemious,independent,green,120,1.9
211,U1104,1991,hunter-ostentatious,technology,Catholic,single,student,family,true,social drinker,independent,blue,75,1.71
212,U1104,1991,hunter-ostentatious,technology,Catholic,single,student,family,true,social drinker,independent,blue,75,1.71
213,U1105,1991,hard-worker,variety,Christian,single,student,family,false,social drinker,independent,green,40,1.74
214,U1106,1930,hard-worker,technology,Catholic,single,professional,friends,false,casual drinker,independent,blue,65,1.71
215,U1106,1930,hard-worker,technology,Catholic,single,professional,friends,false,casual drinker,independent,blue,65,1.71
216,U1107,1989,hard-worker,variety,Catholic,single,?,friends,false,abstemious,independent,blue,87,1.79
217,U1107,1989,hard-worker,variety,Catholic,single,?,friends,false,abstemious,independent,blue,87,1.79
218,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
219,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
220,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
221,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
222,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
223,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
224,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
225,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
226,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
227,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
228,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
229,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
230,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
231,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
232,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
233,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
234,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
235,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
236,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
237,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
238,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
239,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
240,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
241,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
242,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
243,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
244,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
245,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
246,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
247,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
248,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
249,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
250,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
251,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
252,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
253,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
254,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
255,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
256,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
257,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
258,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
259,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
260,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
261,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
262,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
263,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
264,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
265,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
266,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
267,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
268,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
269,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
270,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
271,U1108,1983,thrifty-protector,technology,Catholic,single,student,solitary,false,abstemious,independent,blue,76,1.81
272,U1109,1989,thrifty-protector,eco-friendly,Catholic,single,student,solitary,false,abstemious,independent,blue,57,1.72
273,U1110,1993,thrifty-protector,variety,Catholic,single,student,family,false,abstemious,independent,red,85,1.75
