,userID,latitude,longitude,Upayment,Rcuisine,budget,dress_preference,transport
72,U1021,23.730569,-99.171883,cash,Chinese,medium,no preference,car owner
73,U1021,23.730569,-99.171883,cash,Burgers,medium,no preference,car owner
74,U1022,22.146708,-100.964355,cash,Mexican,medium,formal,car owner
75,U1023,23.752943,-99.166589,cash,Mexican,low,informal,car owner
76,U1026,23.733,-99.133,cash,Mexican,medium,formal,public
77,U1026,23.733,-99.133,bank_debit_cards,Mexican,medium,formal,public
78,U1027,22.16515,-100.987015,cash,Family,low,no preference,public
79,U1028,23.752874,-99.169242,cash,Mexican,medium,no preference,public
80,U1029,22.151796,-100.989075,cash,Mexican,low,formal,public
81,U1030,18.844818,-99.182758,cash,Mexican,medium,formal,on foot
82,U1031,23.735698,-99.159851,cash,Mexican,medium,informal,?
83,U1031,23.735698,-99.159851,American_Express,Mexican,medium,informal,?
84,U1032,22.169184,-100.986843,cash,Mexican,medium,formal,public
85,U1033,22.15,-100.983,cash,Mexican,low,no preference,on foot
86,U1034,22.137178,-101.013169,cash,Mexican,medium,informal,public
87,U1035,18.839671,-99.223897,cash,Family,medium,no preference,car owner
88,U1035,18.839671,-99.223897,VISA,Family,medium,no preference,car owner
89,U1036,22.160572,-100.989418,cash,Mexican,medium,informal,public
90,U1037,22.15031,-100.900536,cash,Mexican,low,no preference,public
91,U1038,22.125786,-100.943705,cash,Mexican,low,no preference,public
92,U1039,23.738067,-99.139906,cash,Regional,medium,no preference,?
93,U1040,18.895187,-99.18039,cash,Pizzeria,medium,no preference,public
94,U1041,18.935191,-99.23624,bank_debit_cards,Contemporary,medium,no preference,on foot
95,U1041,18.935191,-99.23624,cash,Contemporary,medium,no preference,on foot
96,U1041,18.935191,-99.23624,American_Express,Contemporary,medium,no preference,on foot
97,U1041,18.935191,-99.23624,VISA,Contemporary,medium,no preference,on foot
98,U1042,18.925773,-99.219589,bank_debit_cards,Mexican,high,no preference,car owner
99,U1043,23.77103,-99.167082,cash,Latin_American,medium,no preference,public
100,U1044,18.95298,-99.260789,VISA,Mexican,medium,informal,car owner
101,U1044,18.95298,-99.260789,bank_debit_cards,Mexican,medium,informal,car owner
102,U1044,18.95298,-99.260789,cash,Mexican,medium,informal,car owner
103,U1044,18.95298,-99.260789,MasterCard-Eurocard,Mexican,medium,informal,car owner
104,U1045,22.156724,-100.984268,cash,Middle_Eastern,high,elegant,car owner
105,U1045,22.156724,-100.984268,cash,Mexican,high,elegant,car owner
106,U1045,22.156724,-100.984268,cash,Mongolian,high,elegant,car owner
107,U1045,22.156724,-100.984268,cash,Moroccan,high,elegant,car owner
108,U1046,22.144415,-100.933097,cash,Bar,medium,no preference,car owner
109,U1047,22.142429,-100.949147,cash,American,medium,no preference,public
110,U1048,22.142208,-101.022785,cash,Mexican,medium,no preference,public
111,U1049,22.15,-100.983,cash,Mexican,?,informal,public
112,U1050,23.758815,-99.171216,cash,Mexican,medium,no preference,car owner
113,U1051,18.877719,-99.22299,VISA,Mexican,medium,no preference,public
114,U1051,18.877719,-99.22299,cash,Mexican,medium,no preference,public
115,U1052,22.138055,-100.936005,cash,Bakery,low,no preference,on foot
116,U1053,22.175833,-100.986671,cash,Mexican,low,informal,public
117,U1054,22.150683,-100.975342,cash,Mexican,medium,formal,public
118,U1055,22.143289,-100.987683,cash,Breakfast-Brunch,medium,no preference,car owner
119,U1056,22.168997,-100.974376,cash,Mexican,medium,informal,on foot
120,U1057,22.196624,-100.91217,cash,American,medium,formal,public
121,U1057,22.196624,-100.91217,VISA,American,medium,formal,public
122,U1058,22.205802,-100.986081,cash,Cuban,low,formal,public
123,U1059,18.988278,-99.097023,cash,Mexican,medium,formal,on foot
124,U1060,23.715238,-99.158864,cash,Burgers,medium,formal,public
125,U1060,23.715238,-99.158864,cash,Cafeteria,medium,formal,public
126,U1060,23.715238,-99.158864,cash,Pizzeria,medium,formal,public
127,U1060,23.715238,-99.158864,cash,Juice,medium,formal,public
128,U1060,23.715238,-99.158864,cash,American,medium,formal,public
129,U1060,23.715238,-99.158864,cash,Tex-Mex,medium,formal,public
130,U1060,23.715238,-99.158864,cash,Spanish,medium,formal,public
131,U1060,23.715238,-99.158864,cash,Mexican,medium,formal,public
132,U1060,23.715238,-99.158864,cash,Fast_Food,medium,formal,public
133,U1060,23.715238,-99.158864,cash,Cafe-Coffee_Shop,medium,formal,public
134,U1060,23.715238,-99.158864,cash,Soup,medium,formal,public
135,U1060,23.715238,-99.158864,cash,Hot_Dogs,medium,formal,public
136,U1060,23.715238,-99.158864,cash,Italian,medium,formal,public
137,U1061,22.140388,-100.937321,cash,Mexican,medium,no preference,car owner
138,U1061,22.140388,-100.937321,bank_debit_cards,Mexican,medium,no preference,car owner
139,U1062,22.195826,-101.006317,VISA,Mexican,medium,informal,car owner
140,U1062,22.195826,-101.006317,cash,Mexican,medium,informal,car owner
141,U1063,23.745096,-99.164357,cash,Mexican,medium,formal,public
142,U1064,22.139511,-100.957002,cash,Mexican,medium,formal,public
143,U1065,23.733665,-99.105617,cash,Mexican,medium,formal,public
144,U1066,18.890695,-99.157104,cash,Mexican,low,informal,public
145,U1066,18.890695,-99.157104,bank_debit_cards,Mexican,low,informal,public
146,U1067,23.752269,-99.168605,cash,Mexican,medium,no preference,public
147,U1068,23.752269,-99.168605,cash,Mexican,low,informal,public
148,U1069,19.347641,-99.130229,MasterCard-Eurocard,Mexican,medium,no preference,public
149,U1069,19.347641,-99.130229,cash,Mexican,medium,no preference,public
150,U1070,23.753237,-99.166868,cash,Mexican,low,informal,public
151,U1071,22.154339,-100.975342,cash,Mexican,high,formal,car owner
152,U1072,18.86826,-99.212033,bank_debit_cards,Mexican,medium,no preference,public
153,U1072,18.86826,-99.212033,cash,Mexican,medium,no preference,public
154,U1073,22.15,-100.983,cash,American,medium,informal,car owner
155,U1074,18.917,-99.25,bank_debit_cards,Sushi,medium,no preference,car owner
156,U1074,18.917,-99.25,cash,Sushi,medium,no preference,car owner
157,U1075,22.167575,-100.960364,cash,Mexican,medium,informal,car owner
158,U1076,22.156469,-100.98554,VISA,Mexican,medium,elegant,public
159,U1076,22.156469,-100.98554,cash,Mexican,medium,elegant,public
160,U1076,22.156469,-100.98554,bank_debit_cards,Mexican,medium,elegant,public
161,U1077,22.156469,-100.98554,VISA,Mexican,medium,elegant,public
162,U1077,22.156469,-100.98554,cash,Mexican,medium,elegant,public
163,U1077,22.156469,-100.98554,bank_debit_cards,Mexican,medium,elegant,public
164,U1078,22.172109,-100.963199,VISA,Mexican,medium,informal,car owner
165,U1078,22.172109,-100.963199,bank_debit_cards,Mexican,medium,informal,car owner
166,U1078,22.172109,-100.963199,cash,Mexican,medium,informal,car owner
167,U1079,18.917,-99.25,cash,Mexican,medium,formal,public
168,U1080,23.743793,-99.163397,cash,Mexican,low,formal,car owner
169,U1081,22.207749,-100.942383,cash,Mexican,low,informal,public
170,U1082,23.753061,-99.166095,cash,Mexican,medium,informal,public
171,U1083,22.13392,-101.028373,cash,Mexican,?,?,?
172,U1084,22.172524,-101.005758,cash,Mexican,medium,formal,public
173,U1085,22.196787,-100.936335,cash,Mexican,?,no preference,car owner
174,U1086,22.157281,-100.98444,VISA,Italian,medium,no preference,car owner
175,U1086,22.157281,-100.98444,bank_debit_cards,Italian,medium,no preference,car owner
176,U1086,22.157281,-100.98444,cash,Italian,medium,no preference,car owner
177,U1087,23.753336,-99.167984,cash,Chinese,medium,no preference,public
178,U1089,22.162562,-100.99313,cash,Mexican,low,informal,public
179,U1090,22.158473,-100.984268,cash,Tex-Mex,medium,no preference,car owner
180,U1091,22.154677,-100.949013,cash,American,low,no preference,car owner
181,U1091,22.154677,-100.949013,cash,Mexican,low,no preference,car owner
182,U1092,22.125365,-100.947888,cash,Game,medium,formal,public
183,U1093,18.871654,-99.183251,American_Express,Japanese,medium,no preference,car owner
184,U1093,18.871654,-99.183251,VISA,Japanese,medium,no preference,car owner
185,U1094,23.73944,-99.160548,cash,Mexican,medium,informal,public
186,U1095,22.179865,-101.018547,cash,Italian,medium,formal,public
187,U1096,22.1455,-100.939593,cash,Mexican,medium,formal,public
188,U1097,22.145471,-100.939588,cash,Mexican,medium,formal,public
189,U1098,22.182571,-100.963232,cash,Mexican,medium,formal,public
190,U1099,22.184862,-100.970535,cash,Mexican,high,informal,public
191,U1099,22.184862,-100.970535,VISA,Mexican,high,informal,public
192,U1100,18.879729,-99.067106,cash,Mexican,medium,formal,public
193,U1101,22.150891,-100.974891,cash,Chinese,low,no preference,car owner
194,U1101,22.150891,-100.974891,cash,Italian,low,no preference,car owner
195,U1101,22.150891,-100.974891,cash,Doughnuts,low,no preference,car owner
196,U1101,22.150891,-100.974891,cash,Afghan,low,no preference,car owner
197,U1101,22.150891,-100.974891,cash,Mexican,low,no preference,car owner
198,U1101,22.150891,-100.974891,cash,Burgers,low,no preference,car owner
199,U1101,22.150891,-100.974891,cash,Latin_American,low,no preference,car owner
200,U1101,22.150891,-100.974891,cash,Contemporary,low,no preference,car owner
201,U1101,22.150891,-100.974891,cash,Cafe-Coffee_Shop,low,no preference,car owner
202,U1101,22.150891,-100.974891,cash,Family,low,no preference,car owner
203,U1101,22.150891,-100.974891,cash,Cafeteria,low,no preference,car owner
204,U1101,22.150891,-100.974891,cash,Bar,low,no preference,car owner
205,U1101,22.150891,-100.974891,cash,Australian,low,no preference,car owner
206,U1101,22.150891,-100.974891,cash,Hot_Dogs,low,no preference,car owner
207,U1101,22.150891,-100.974891,cash,Diner,low,no preference,car owner
208,U1102,22.137131,-100.941151,cash,Pizzeria,low,no preference,on foot
209,U1103,23.752265,-99.16859,cash,Mexican,medium,formal,public
210,U1103,23.752265,-99.16859,bank_debit_cards,Mexican,medium,formal,public
211,U1104,22.149005,-100.978153,VISA,Italian,medium,no preference,car owner
212,U1104,22.149005,-100.978153,cash,Italian,medium,no preference,car owner
213,U1105,22.120019,-100.950991,cash,Cafeteria,medium,formal,public
214,U1106,18.927072,-99.173584,bank_debit_cards,Barbecue,medium,informal,car owner
215,U1106,18.927072,-99.173584,cash,Barbecue,medium,informal,car owner
216,U1107,23.742409,-99.171889,bank_debit_cards,Mexican,high,no preference,car owner
217,U1107,23.742409,-99.171889,cash,Mexican,high,no preference,car owner
218,U1108,22.143524,-100.987562,VISA,Cafe-Coffee_Shop,medium,informal,public
219,U1108,22.143524,-100.987562,VISA,Sushi,medium,informal,public
220,U1108,22.143524,-100.987562,VISA,Latin_American,medium,informal,public
221,U1108,22.143524,-100.987562,VISA,Deli-Sandwiches,medium,informal,public
222,U1108,22.143524,-100.987562,VISA,Mexican,medium,informal,public
223,U1108,22.143524,-100.987562,VISA,Hot_Dogs,medium,informal,public
224,U1108,22.143524,-100.987562,VISA,American,medium,informal,public
225,U1108,22.143524,-100.987562,VISA,Fast_Food,medium,informal,public
226,U1108,22.143524,-100.987562,VISA,Burgers,medium,informal,public
227,U1108,22.143524,-100.987562,VISA,Asian,medium,informal,public
228,U1108,22.143524,-100.987562,VISA,Pizzeria,medium,informal,public
229,U1108,22.143524,-100.987562,VISA,Chinese,medium,informal,public
230,U1108,22.143524,-100.987562,VISA,Dessert-Ice_Cream,medium,informal,public
231,U1108,22.143524,-100.987562,VISA,Cafeteria,medium,informal,public
232,U1108,22.143524,-100.987562,VISA,Japanese,medium,informal,public
233,U1108,22.143524,-100.987562,VISA,Game,medium,informal,public
234,U1108,22.143524,-100.987562,VISA,Family,medium,informal,public
235,U1108,22.143524,-100.987562,VISA,Seafood,medium,informal,public
236,U1108,22.143524,-100.987562,cash,Cafe-Coffee_Shop,medium,informal,public
237,U1108,22.143524,-100.987562,cash,Sushi,medium,informal,public
238,U1108,22.143524,-100.987562,cash,Latin_American,medium,informal,public
239,U1108,22.143524,-100.987562,cash,Deli-Sandwiches,medium,informal,public
240,U1108,22.143524,-100.987562,cash,Mexican,medium,informal,public
241,U1108,22.143524,-100.987562,cash,Hot_Dogs,medium,informal,public
242,U1108,22.143524,-100.987562,cash,American,medium,informal,public
243,U1108,22.143524,-100.987562,cash,Fast_Food,medium,informal,public
244,U1108,22.143524,-100.987562,cash,Burgers,medium,informal,public
245,U1108,22.143524,-100.987562,cash,Asian,medium,informal,public
246,U1108,22.143524,-100.987562,cash,Pizzeria,medium,informal,public
247,U1108,22.143524,-100.987562,cash,Chinese,medium,informal,public
248,U1108,22.143524,-100.987562,cash,Dessert-Ice_Cream,medium,informal,public
249,U1108,22.143524,-100.987562,cash,Cafeteria,medium,informal,public
250,U1108,22.143524,-100.987562,cash,Japanese,medium,informal,public
251,U1108,22.143524,-100.987562,cash,Game,medium,informal,public
252,U1108,22.143524,-100.987562,cash,Family,medium,informal,public
253,U1108,22.143524,-100.987562,cash,Seafood,medium,informal,public
254,U1108,22.143524,-100.987562,MasterCard-Eurocard,Cafe-Coffee_Shop,medium,informal,public
255,U1108,22.143524,-100.987562,MasterCard-Eurocard,Sushi,medium,informal,public
256,U1108,22.143524,-100.987562,MasterCard-Eurocard,Latin_American,medium,informal,public
257,U1108,22.143524,-100.987562,MasterCard-Eurocard,Deli-Sandwiches,medium,informal,public
258,U1108,22.143524,-100.987562,MasterCard-Eurocard,Mexican,medium,informal,public
259,U1108,22.143524,-100.987562,MasterCard-Eurocard,Hot_Dogs,medium,informal,public
260,U1108,22.143524,-100.987562,MasterCard-Eurocard,American,medium,informal,public
261,U1108,22.143524,-100.987562,MasterCard-Eurocard,Fast_Food,medium,informal,public
262,U1108,22.143524,-100.987562,MasterCard-Eurocard,Burgers,medium,informal,public
263,U1108,22.143524,-100.987562,MasterCard-Eurocard,Asian,medium,informal,public
264,U1108,22.143524,-100.987562,MasterCard-Eurocard,Pizzeria,medium,informal,public
265,U1108,22.143524,-100.987562,MasterCard-Eurocard,Chinese,medium,informal,public
266,U1108,22.143524,-100.987562,MasterCard-Eurocard,Dessert-Ice_Cream,medium,informal,public
267,U1108,22.143524,-100.987562,MasterCard-Eurocard,Cafeteria,medium,informal,public
268,U1108,22.143524,-100.987562,MasterCard-Eurocard,Japanese,medium,informal,public
269,U1108,22.143524,-100.987562,MasterCard-Eurocard,Game,medium,informal,public
270,U1108,22.143524,-100.987562,MasterCard-Eurocard,Family,medium,informal,public
271,U1108,22.143524,-100.987562,MasterCard-Eurocard,Seafood,medium,informal,public
272,U1109,22.303308,-101.05468,cash,Mexican,low,formal,public
273,U1110,18.871678,-99.183263,cash,Mexican,medium,no preference,car owner
274,U1111,22.143078,-100.908523,cash,Mexican,medium,formal,car owner
275,U1112,22.143078,-100.908523,cash,Mexican,medium,formal,car owner
276,U1113,22.137343,-100.913935,VISA,Burgers,medium,formal,public
277,U1113,22.137343,-100.913935,cash,Burgers,medium,formal,public
278,U1114,22.177726,-101.014094,cash,Mexican,medium,no preference,on foot
279,U1115,22.138127,-100.920512,cash,Regional,low,elegant,public
280,U1116,22.156469,-100.98554,cash,Mexican,medium,formal,public
281,U1116,22.156469,-100.98554,bank_debit_cards,Mexican,medium,formal,public
282,U1116,22.156469,-100.98554,VISA,Mexican,medium,formal,public
283,U1117,18.875641,-99.220737,bank_debit_cards,Turkish,medium,no preference,public
284,U1117,18.875641,-99.220737,cash,Turkish,medium,no preference,public
285,U1118,18.940062,-99.228172,cash,Pizzeria,medium,informal,public
286,U1119,18.96479,-99.260017,cash,Mexican,medium,formal,public
287,U1120,22.121857,-100.904279,cash,Mexican,low,informal,public
288,U1121,18.871674,-99.183253,cash,Mexican,medium,no preference,public
289,U1121,18.871674,-99.183253,bank_debit_cards,Mexican,medium,no preference,public
290,U1123,23.753112,-99.168567,cash,Mexican,medium,informal,?
291,U1124,22.137072,-100.918865,cash,Mexican,low,informal,public
292,U1125,22.19204,-100.956935,cash,Mexican,low,formal,public
293,U1126,22.15421,-100.942233,cash,Mexican,low,formal,on foot
294,U1127,18.943935,-99.206532,cash,Mexican,low,no preference,public
295,U1128,22.187236,-100.994213,cash,Cafeteria,low,no preference,public
296,U1128,22.187236,-100.994213,cash,Hot_Dogs,low,no preference,public
297,U1128,22.187236,-100.994213,cash,Pizzeria,low,no preference,public
298,U1128,22.187236,-100.994213,cash,Mexican,low,no preference,public
299,U1129,23.728798,-99.134047,cash,Mexican,low,no preference,public
300,U1131,22.138245,-100.910948,cash,Mexican,medium,no preference,car owner
301,U1132,22.15,-100.983,cash,Mexican,?,informal,public
302,U1133,18.886698,-99.114979,bank_debit_cards,Mexican,medium,no preference,car owner
303,U1133,18.886698,-99.114979,cash,Mexican,medium,no preference,car owner
304,U1134,22.149654,-100.99861,cash,Mexican,medium,no preference,public
305,U1135,22.170396,-100.949936,cash,Organic-Healthy,low,informal,on foot
306,U1135,22.170396,-100.949936,cash,Steaks,low,informal,on foot
307,U1135,22.170396,-100.949936,cash,Middle_Eastern,low,informal,on foot
308,U1135,22.170396,-100.949936,cash,Mediterranean,low,informal,on foot
309,U1135,22.170396,-100.949936,cash,British,low,informal,on foot
310,U1135,22.170396,-100.949936,cash,Austrian,low,informal,on foot
311,U1135,22.170396,-100.949936,cash,Israeli,low,informal,on foot
312,U1135,22.170396,-100.949936,cash,Doughnuts,low,informal,on foot
313,U1135,22.170396,-100.949936,cash,Pizzeria,low,informal,on foot
314,U1135,22.170396,-100.949936,cash,Seafood,low,informal,on foot
315,U1135,22.170396,-100.949936,cash,Fast_Food,low,informal,on foot
316,U1135,22.170396,-100.949936,cash,Moroccan,low,informal,on foot
317,U1135,22.170396,-100.949936,cash,Hot_Dogs,low,informal,on foot
318,U1135,22.170396,-100.949936,cash,Russian-Ukrainian,low,informal,on foot
319,U1135,22.170396,-100.949936,cash,Malaysian,low,informal,on foot
320,U1135,22.170396,-100.949936,cash,Burgers,low,informal,on foot
321,U1135,22.170396,-100.949936,cash,Fusion,low,informal,on foot
322,U1135,22.170396,-100.949936,cash,Korean,low,informal,on foot
323,U1135,22.170396,-100.949936,cash,Japanese,low,informal,on foot
324,U1135,22.170396,-100.949936,cash,Vegetarian,low,informal,on foot
325,U1135,22.170396,-100.949936,cash,Turkish,low,informal,on foot
326,U1135,22.170396,-100.949936,cash,Peruvian,low,informal,on foot
327,U1135,22.170396,-100.949936,cash,Juice,low,informal,on foot
328,U1135,22.170396,-100.949936,cash,Tapas,low,informal,on foot
329,U1135,22.170396,-100.949936,cash,Eclectic,low,informal,on foot
330,U1135,22.170396,-100.949936,cash,African,low,informal,on foot
331,U1135,22.170396,-100.949936,cash,Basque,low,informal,on foot
332,U1135,22.170396,-100.949936,cash,Canadian,low,informal,on foot
333,U1135,22.170396,-100.949936,cash,Afghan,low,informal,on foot
334,U1135,22.170396,-100.949936,cash,Diner,low,informal,on foot
335,U1135,22.170396,-100.949936,cash,Irish,low,informal,on foot
336,U1135,22.170396,-100.949936,cash,Sushi,low,informal,on foot
337,U1135,22.170396,-100.949936,cash,Polynesian,low,informal,on foot
338,U1135,22.170396,-100.949936,cash,Bagels,low,informal,on foot
339,U1135,22.170396,-100.949936,cash,Tex-Mex,low,informal,on foot
340,U1135,22.170396,-100.949936,cash,Cuban,low,informal,on foot
341,U1135,22.170396,-100.949936,cash,Southwestern,low,informal,on foot
342,U1135,22.170396,-100.949936,cash,Cafe-Coffee_Shop,low,informal,on foot
343,U1135,22.170396,-100.949936,cash,Continental-European,low,informal,on foot
344,U1135,22.170396,-100.949936,cash,Family,low,informal,on foot
345,U1135,22.170396,-100.949936,cash,Indian-Pakistani,low,informal,on foot
346,U1135,22.170396,-100.949936,cash,Tea_House,low,informal,on foot
347,U1135,22.170396,-100.949936,cash,International,low,informal,on foot
348,U1135,22.170396,-100.949936,cash,Pacific_Northwest,low,informal,on foot
349,U1135,22.170396,-100.949936,cash,Australian,low,informal,on foot
350,U1135,22.170396,-100.949936,cash,German,low,informal,on foot
351,U1135,22.170396,-100.949936,cash,Regional,low,informal,on foot
352,U1135,22.170396,-100.949936,cash,Spanish,low,informal,on foot
353,U1135,22.170396,-100.949936,cash,Persian,low,informal,on foot
354,U1135,22.170396,-100.949936,cash,Ethiopian,low,informal,on foot
355,U1135,22.170396,-100.949936,cash,Romanian,low,informal,on foot
356,U1135,22.170396,-100.949936,cash,Cambodian,low,informal,on foot
357,U1135,22.170396,-100.949936,cash,Pacific_Rim,low,informal,on foot
358,U1135,22.170396,-100.949936,cash,Tunisian,low,informal,on foot
359,U1135,22.170396,-100.949936,cash,Filipino,low,informal,on foot
360,U1135,22.170396,-100.949936,cash,Dim_Sum,low,informal,on foot
361,U1135,22.170396,-100.949936,cash,Breakfast-Brunch,low,informal,on foot
362,U1135,22.170396,-100.949936,cash,Contemporary,low,informal,on foot
363,U1135,22.170396,-100.949936,cash,Greek,low,informal,on foot
364,U1135,22.170396,-100.949936,cash,Thai,low,informal,on foot
365,U1135,22.170396,-100.949936,cash,Swiss,low,informal,on foot
366,U1135,22.170396,-100.949936,cash,Bar,low,informal,on foot
367,U1135,22.170396,-100.949936,cash,Soup,low,informal,on foot
368,U1135,22.170396,-100.949936,cash,American,low,informal,on foot
369,U1135,22.170396,-100.949936,cash,Mongolian,low,informal,on foot
370,U1135,22.170396,-100.949936,cash,Cajun-Creole,low,informal,on foot
371,U1135,22.170396,-100.949936,cash,Armenian,low,informal,on foot
372,U1135,22.170396,-100.949936,cash,Indigenous,low,informal,on foot
373,U1135,22.170396,-100.949936,cash,Bar_Pub_Brewery,low,informal,on foot
374,U1135,22.170396,-100.949936,cash,Hawaiian,low,informal,on foot
375,U1135,22.170396,-100.949936,cash,Cafeteria,low,informal,on foot
376,U1135,22.170396,-100.949936,cash,Lebanese,low,informal,on foot
377,U1135,22.170396,-100.949936,cash,Chinese,low,informal,on foot
378,U1135,22.170396,-100.949936,cash,Portuguese,low,informal,on foot
379,U1135,22.170396,-100.949936,cash,Caribbean,low,informal,on foot
380,U1135,22.170396,-100.949936,cash,Indonesian,low,informal,on foot
381,U1135,22.170396,-100.949936,cash,Hungarian,low,informal,on foot
382,U1135,22.170396,-100.949936,cash,Bakery,low,informal,on foot
383,U1135,22.170396,-100.949936,cash,Dutch-Belgian,low,informal,on foot
384,U1135,22.170396,-100.949936,cash,Deli-Sandwiches,low,informal,on foot
385,U1135,22.170396,-100.949936,cash,Kosher,low,informal,on foot
386,U1135,22.170396,-100.949936,cash,Fine_Dining,low,informal,on foot
387,U1135,22.170396,-100.949936,cash,Jamaican,low,informal,on foot
388,U1135,22.170396,-100.949936,cash,Tibetan,low,informal,on foot
389,U1135,22.170396,-100.949936,cash,Latin_American,low,informal,on foot
390,U1135,22.170396,-100.949936,cash,Southeast_Asian,low,informal,on foot
391,U1135,22.170396,-100.949936,cash,Eastern_European,low,informal,on foot
